Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

J8         *MOLEX_47352-1001_47352-1001(Primary)     27.3422mm     10.3222mm     27.3672mm     10.0972mm     25.4272mm      6.4372mm  B        180.00 microSD        
U7         TSSOP-16N           27.5492mm     22.4714mm     27.5492mm     22.4714mm     24.6792mm     20.1964mm  B        360.00 TXB0106PWR     
U8         TOBYL20002S_TOBYL20002S(Primary)     36.1516mm     14.8857mm     36.1516mm     14.3822mm      20.752mm      3.9359mm  T        360.00 TOBYL20002S_202
U9         TSSOP-16N           58.2932mm     35.2984mm     58.2932mm     35.2984mm     55.4232mm     37.5734mm  T        360.00 TXB0106PWR     
U10        SOT-363             47.5896mm     23.2386mm     47.5896mm     23.2386mm     48.5246mm     23.8886mm  B        180.00 SMF05CT1G      
U11        SOT23-5             26.8363mm     51.6814mm     26.8363mm     51.6814mm     25.8863mm     50.4814mm  T        360.00 AP2125K-2.8TRG1
U12        SOT23-5             30.3161mm      51.596mm     30.3161mm      51.596mm     29.3661mm      50.396mm  T        360.00 AP2125K-1.8TRG1
U13        CAM-M8C_LCC-31N     71.3082mm     33.6542mm     71.6332mm     33.6542mm     65.4332mm     29.2542mm  T        270.00 CAM-M8C        
U14        LQFP-48N            67.5142mm      67.928mm     67.5142mm      67.928mm     71.6942mm      65.178mm  T        180.00 ISD9160        
U16        SOIC-8N              57.367mm     60.4166mm      57.367mm     60.4166mm      59.272mm     63.3166mm  T        270.00 W25X40CLSNIG   
Y1         Resonator_mini      27.4828mm     40.6146mm     27.4828mm     40.6146mm     27.4828mm     39.4146mm  T         90.00 8MHz           
Y2         TC26H_3_REPAIR_SMD     67.8434mm     58.5486mm     63.9064mm     58.5486mm     63.9064mm     59.8186mm  T        270.00 32.768kHz      
ANT1       Ant_W3796_Ant_W3796(Primary)      5.5597mm     23.1776mm      4.2612mm     23.1701mm      5.0837mm     42.1776mm  T         90.00 Ant W3796_6    
C69        SMD_C(0402)         14.7361mm     19.2386mm     14.7361mm     19.2386mm     14.3041mm     19.2386mm  T        360.00 0.82pF         
L3         SMD_R(0603)         14.5427mm     17.1826mm     14.5427mm     17.1826mm     15.2539mm     17.1826mm  T        180.00 3.3nH          
L4         SMD_R(0603)         15.3047mm     27.9986mm     15.3047mm     27.9986mm     16.0159mm     27.9986mm  T        180.00 6.8nH          
FB8        SMD_R(0603)         58.5216mm     50.7118mm     58.5216mm     50.7118mm     58.5216mm     50.0006mm  B         90.00 220R/100MHz    
U5         SOT23-5             75.2348mm     42.6974mm     75.2348mm     42.6974mm     76.4348mm     41.7474mm  T         90.00 AP2125K-1.8TRG1
D9         SMD_LED(0603)        7.1628mm     64.8462mm      7.1628mm     64.8462mm      8.0628mm     64.8462mm  T        180.00 SML-D12U1WT86  
J10        Header-2.54m-4pin     75.2602mm      22.225mm     75.2602mm      22.225mm     75.2602mm      18.415mm  T        180.00 UART_Debug     
R45        SMD_R(0402)          4.7498mm     64.8462mm      4.7498mm     64.8462mm      5.1818mm     64.8462mm  T        180.00 330R           
U15        ZPT-4RS              8.7376mm     54.9512mm      2.3876mm     62.2012mm     15.0876mm     62.2012mm  T        270.00 ZPT-4RS        

